"inches";"weight";"price_euros";"company";"typename";"ram"
15.6000003814697;2;1224;2;4;2
15.6000003814697;2.20000004768372;613;1;4;1
13.3000001907349;1.3400000333786;1323;4;5;2
15.6000003814697;2.40000009536743;1149;5;2;2
13.3000001907349;1.28999996185303;899;3;5;2
15.6000003814697;2.20000004768372;639;1;4;1
15.6000003814697;2.1800000667572;836;3;4;2
15.6000003814697;2.20000004768372;1219.23999023438;3;4;3
15.6000003814697;2.03999996185303;521.469970703125;4;4;1
15.6000003814697;2.03999996185303;889;4;4;2
17.2999992370605;3;1504;2;2;3
15.6000003814697;3.20000004768372;1399;5;2;2
13.3000001907349;1.32000005245209;1399;4;5;2
14;1.63999998569489;1279.72998046875;3;4;2
15.6000003814697;1.62999999523163;689;4;4;1
17.2999992370605;2.79999995231628;889;3;4;2
14;2.01999998092651;1340;5;4;2
15.6000003814697;2.20000004768372;799;5;4;1
15.6000003814697;2.20000004768372;459;5;4;2
15.6000003814697;2.29999995231628;585;3;4;1
15.6000003814697;1.89999997615814;1377;3;4;2
17.2999992370605;4.42000007629395;3012.77001953125;3;2;3
15.6000003814697;2;860;7;4;2
15.6000003814697;2;1299;2;4;2
15.6000003814697;2.29999995231628;1649;2;2;2
15.6000003814697;1.92999994754791;1369;3;4;2
15.6000003814697;2.20000004768372;797.409973144531;3;4;2
15.6000003814697;1.86000001430511;398.989990234375;4;4;1
14;1.87000000476837;859;5;4;2
13.3000001907349;1.20000004768372;1399;3;5;2
14;1.60000002384186;735.869995117188;3;4;1
13.3000001907349;1.3400000333786;1145;4;5;2
15.6000003814697;2.40000009536743;798;1;2;2
15.6000003814697;2;349;2;4;1
15.6000003814697;2.09999990463257;705.5;4;4;1
14;1.87000000476837;785;5;4;1
15.6000003814697;2.15000009536743;462.350006103516;5;4;1
15.6000003814697;1.86000001430511;397;4;4;1
15.6000003814697;1.99000000953674;1729;5;4;2
15.6000003814697;2.20000004768372;499;5;4;1
15.6000003814697;1.89999997615814;1116.98999023438;3;4;2
17.2999992370605;4.42000007629395;2699;3;2;3
17.2999992370605;2.65000009536743;544.150024414062;4;4;2
17.2999992370605;2.63000011444092;1280;4;4;2
15.6000003814697;2;224;2;4;1
15.6000003814697;2.1800000667572;617.900024414062;3;4;1
11.6000003814697;1.25;349;1;1;1
15.6000003814697;2.04999995231628;630;5;4;1
13.3000001907349;1.1599999666214;1965;4;5;3
17.2999992370605;3.40000009536743;2999;5;4;2
15.6000003814697;2.5;839;2;4;2
13.3000001907349;1.21000003814697;1599;3;5;2
15.6000003814697;1.92999994754791;959;3;4;1
15.6000003814697;2.20000004768372;344;5;4;1
14;2.01999998092651;990;5;4;1
17.2999992370605;3.14000010490417;1860.98999023438;4;6;2
14;1.94000005722046;389;4;4;2
15.6000003814697;2.29999995231628;830;5;4;2
15.6000003814697;2.04999995231628;685;5;4;1
14;1.24000000953674;1865;7;5;3
17.2999992370605;4.59999990463257;2663;5;2;4
17.2999992370605;4.1399998664856;2729;6;2;3
15.6000003814697;2.20000004768372;749.010009765625;3;4;2
15.6000003814697;1.89999997615814;1008.52001953125;3;4;2
13.3000001907349;1.49000000953674;719;4;4;1
15.6000003814697;1.92999994754791;1537.39001464844;3;4;3
11.6000003814697;1.25999999046326;295;3;3;1
17.2999992370605;4.5;2349;6;2;3
17.2999992370605;3.77999997138977;1498;4;2;3
17.2999992370605;2.73000001907349;1770;2;2;2
15.6000003814697;2.20000004768372;739;2;1;2
11.6000003814697;1.38999998569489;603;3;1;1
17.2999992370605;2.79999995231628;529;5;4;1
15.6000003814697;2.28999996185303;459;5;4;2
13.3000001907349;1.37000000476837;2025;5;1;2
14;1.70000004768372;1474;5;4;2
12.5;1.3400000333786;1670;3;1;2
15.6000003814697;2.05999994277954;1763;3;6;2
15.6000003814697;1.8400000333786;1219;4;4;2
15.6000003814697;2.09999990463257;668.47998046875;4;4;1
14;1.60000002384186;329;1;4;1
17.2999992370605;4.1399998664856;2199;6;2;3
15.6000003814697;2.1800000667572;465;3;4;1
15.6000003814697;1.79999995231628;2299;6;2;3
15.6000003814697;2.20000004768372;1399;7;4;2
15.6000003814697;2;1299;5;1;2
14;1.60000002384186;349;1;4;1
15.6000003814697;2.5;4899;5;4;4
15.6000003814697;2.58999991416931;879.010009765625;3;2;3
15.6000003814697;2.1800000667572;443.899993896484;3;4;1
15.6000003814697;2.25;359;3;4;1
15.6000003814697;1.92999994754791;869;3;4;1
17.2999992370605;3;1168;2;2;2
15.6000003814697;2.1800000667572;569;3;4;1
15.6000003814697;1.8400000333786;1389;4;5;2
15.6000003814697;2.94000005722046;2267.86010742188;6;2;3
11.6000003814697;1.25;379;1;1;1
14;2.30999994277954;1124;4;4;2
14;1.64999997615814;1465;5;4;2
15.6000003814697;2.20000004768372;776;3;4;1
15.6000003814697;1.87999999523163;932;4;4;1
15.6000003814697;2.20000004768372;899;5;4;2
15.6000003814697;2.20000004768372;468;5;4;1
15.6000003814697;2;1820;3;4;2
14;1.10000002384186;1900;2;5;3
15.6000003814697;2.61999988555908;1479;3;2;3
15.6000003814697;1.79999995231628;829;5;4;1
15.6000003814697;2.20000004768372;579;5;4;1
15.6000003814697;2;399;2;4;2
15.6000003814697;1.99000000953674;906.619995117188;2;4;2
13.3000001907349;1.23000001907349;1869;3;5;2
13.3000001907349;1.37000000476837;1757.42004394531;5;1;2
15.6000003814697;2.05999994277954;2399;3;4;3
15.6000003814697;2.5;1109;5;2;2
17;2.59999990463257;520.900024414062;4;4;2
14;1.13999998569489;2450;5;5;3
15.6000003814697;2.5;1169;2;2;2
15.6000003814697;2.40000009536743;450;1;4;1
14;1.42999994754791;274;5;4;1
14;1.79999995231628;919;1;5;2
13.3000001907349;1.20000004768372;1213;7;4;2
12.5;1.36000001430511;1584;5;5;2
17.2999992370605;3.79999995231628;2799;2;2;4
15.6000003814697;2.40000009536743;709;1;2;2
13.3000001907349;1.20000004768372;1449.90002441406;3;5;2
15.6000003814697;2.20000004768372;1191.80004882812;6;2;2
15.6000003814697;1.86000001430511;364.899993896484;4;4;1
15.6000003814697;2;1064;7;4;2
15.6000003814697;2.20000004768372;919;3;4;2
15.6000003814697;2.20000004768372;1135;3;4;3
15.6000003814697;3.30999994277954;1196;5;2;2
17.2999992370605;4.42000007629395;3147.3701171875;3;2;4
14;1.55999994277954;1229;3;4;2
15.6000003814697;2.20000004768372;419;5;4;1
15.6000003814697;2.20000004768372;535;5;4;1
17.2999992370605;2.70000004768372;1486.77001953125;6;2;2
15.6000003814697;2.09999990463257;498;7;4;1
15.6000003814697;2.05999994277954;955;3;4;2
15.6000003814697;2.09999990463257;745;4;4;2
15.6000003814697;2;1258;7;4;2
15.6000003814697;2.09999990463257;412;1;4;1
15.6000003814697;1.89999997615814;817.950012207031;5;4;2
13.3000001907349;1.29999995231628;1034;5;1;2
15.6000003814697;2.20000004768372;349;5;4;1
14;1.62999999523163;699;4;1;1
15.6000003814697;2.40000009536743;1294;6;2;3
14;1.10000002384186;1135;2;5;2
11.6000003814697;1.39999997615814;495;4;1;2
15.6000003814697;2.5;1299;1;2;3
